,intersection_geom,ST_NAME_left,ST_NAME_right
953,POINT (2386213.7359186173 7122615.6297688885),Locust,Daugherty
954,POINT (2388414.7296178676 7122258.631587973),Sombra Vista,Alegre Vista
955,POINT (2388414.7296178676 7122258.631587973),Sombra Vista,Alegre Vista
956,POINT (2381517.0818089107 7122231.081576512),Knight,Michial
957,POINT (2381521.412379305 7122846.053433793),Knight,Greenlee
958,POINT (2381521.412379305 7122846.053433793),Knight,Greenlee
959,POINT (2382235.82207924 7122240.328593337),McCormick,Michial
960,POINT (2386201.8805432753 7122586.367128954),Locust,Daugherty
961,POINT (2385960.2640988375 7122583.226938798),Myrtle,Daugherty
962,POINT (2383260.584678051 7121765.973706116),I-35E,Lindsey
963,POINT (2383539.238375391 7121744.101999742),I-35E,Lindsey
964,POINT (2380823.0412385287 7121727.324094035),Kendolph,Lindsey
965,POINT (2380815.220943868 7122098.356353189),Kendolph,Whippoorwill
966,POINT (2381171.758947715 7121728.1623865),Avenue C,Lindsey
967,POINT (2381171.758947715 7121728.1623865),Avenue C,Lindsey
968,POINT (2381166.4030373953 7122859.684614709),Avenue C,Greenlee
969,POINT (2381508.2426173585 7121728.847205464),Knight,Lindsey
970,POINT (2381508.2426173585 7121728.847205464),Knight,Lindsey
971,POINT (2381517.0818089107 7122231.081576512),Knight,Michial
972,POINT (2386087.406445126 7121744.371048427),Meadow,Inman
973,POINT (2386333.535210119 7122577.163262688),Meadow,Daugherty
974,POINT (2386333.535210119 7122577.163262688),Meadow,Daugherty
975,POINT (2382220.334252532 7121305.020080146),McCormick,Oakwood
976,POINT (2382220.334252532 7121305.020080146),McCormick,Oakwood
977,POINT (2382227.1814959273 7121723.5422106935),McCormick,Lindsey
978,POINT (2382227.1814959273 7121723.5422106935),McCormick,Lindsey
979,POINT (2379668.8252417794 7120846.557840189),Wisteria,Willowwood
980,POINT (2379668.8252417794 7120846.557840189),Wisteria,Willowwood
981,POINT (2379974.7319569685 7120846.835227416),Highland Park,Willowwood
982,POINT (2379978.4406686197 7121512.737794803),Highland Park,Westridge
983,POINT (2379974.7319569685 7120846.835227416),Highland Park,Willowwood
984,POINT (2380822.1511450307 7120843.144113617),Kendolph,Willowwood
985,POINT (2380822.1511450307 7120843.144113617),Kendolph,Willowwood
986,POINT (2380823.0412385287 7121727.324094035),Kendolph,Lindsey
987,POINT (2382226.7516031903 7120806.620638113),McCormick,Willowwood
988,POINT (2382226.7516031903 7120806.620638113),McCormick,Willowwood
989,POINT (2382220.334252532 7121305.020080146),McCormick,Oakwood
990,POINT (2382220.334252532 7121305.020080146),McCormick,Oakwood
991,POINT (2382563.2919201977 7120803.6785560865),Westwood,Willowwood
992,POINT (2382563.2919201977 7120803.6785560865),Westwood,Willowwood
993,POINT (2382581.525347025 7121287.841440029),Westwood,Oakwood
994,POINT (2382581.525347025 7121287.841440029),Westwood,Oakwood
995,POINT (2382875.4104128117 7120796.786486216),Mercedes,Willowwood
996,POINT (2382875.4104128117 7120796.786486216),Mercedes,Willowwood
997,POINT (2382878.252513598 7121288.028222021),Mercedes,Oakwood
998,POINT (2382878.252513598 7121288.028222021),Mercedes,Oakwood
999,POINT (2379974.7319569685 7120846.835227416),Highland Park,Willowwood
1000,POINT (2379975.5400556168 7120544.845816943),Highland Park,Willowcrest Loop
1001,POINT (2379974.7319569685 7120846.835227416),Highland Park,Willowwood
1002,POINT (2383562.448144456 7119710.448724504),Leslie,Dudley
1003,POINT (2383640.0618466414 7120806.656609023),Leslie,Willowwood
1004,POINT (2383640.0618466414 7120806.656609023),Leslie,Willowwood
1005,POINT (2379976.3480961197 7120242.856457297),Highland Park,Willowcrest Loop
1006,POINT (2379975.5400556168 7120544.845816943),Highland Park,Willowcrest Loop
1007,POINT (2380962.9402214237 7120837.673952394),Kendolph,Willowwood
1008,POINT (2380962.9402214237 7120837.673952394),Kendolph,Willowwood
1009,POINT (2379570.39712415 7119932.0223971335),Wisteria,Laurel
1010,POINT (2379570.39712415 7119932.0223971335),Wisteria,Laurel
1011,POINT (2379668.8252417794 7120846.557840189),Wisteria,Willowwood
1012,POINT (2379668.8252417794 7120846.557840189),Wisteria,Willowwood
1013,POINT (2377910.1287831105 7120824.101122697),Bonnie Brae,Willowwood
1014,POINT (2383002.375725226 7119728.688999734),Mercedes,Dudley
1015,POINT (2383002.375725226 7119728.688999734),Mercedes,Dudley
1016,POINT (2383009.989082193 7120798.522308354),Mercedes,Willowwood
1017,POINT (2383009.989082193 7120798.522308354),Mercedes,Willowwood
1018,POINT (2383280.8120457847 7119725.004822227),Jacqueline,Dudley
1019,POINT (2383280.8120457847 7119725.004822227),Jacqueline,Dudley
1020,POINT (2383300.6036025314 7120798.634078432),Jacqueline,Willowwood
1021,POINT (2383300.6036025314 7120798.634078432),Jacqueline,Willowwood
1022,POINT (2385271.0698429337 7120296.540917599),Locust,Acme
1023,POINT (2378697.9593115197 7118778.369562364),Jasmine,Highland Park
1024,POINT (2378697.9593115197 7118778.369562364),Jasmine,Highland Park
1025,POINT (2378692.4604840865 7119928.080132927),Jasmine,Laurel
1026,POINT (2378692.4604840865 7119928.080132927),Jasmine,Laurel
1027,POINT (2382399.430579507 7118800.363281806),McCormick,Parvin
1028,POINT (2382399.430579507 7118800.363281806),McCormick,Parvin
1029,POINT (2382411.763867171 7119742.907073955),McCormick,Dudley
1030,POINT (2382411.763867171 7119742.907073955),McCormick,Dudley
1031,POINT (2378988.638081564 7118774.804384311),Camellia,Highland Park
1032,POINT (2378988.638081564 7118774.804384311),Camellia,Highland Park
1033,POINT (2378989.1997637395 7119928.231002846),Camellia,Laurel
1034,POINT (2378989.1997637395 7119928.231002846),Camellia,Laurel
1035,POINT (2382696.2275816887 7118796.91044045),Westwood,Parvin
1036,POINT (2382696.2275816887 7118796.91044045),Westwood,Parvin
1037,POINT (2382702.4816526193 7119735.737538074),Westwood,Dudley
1038,POINT (2382702.4816526193 7119735.737538074),Westwood,Dudley
1039,POINT (2379282.3292429764 7118774.918889538),Azalea,Highland Park
1040,POINT (2379282.3292429764 7118774.918889538),Azalea,Highland Park
1041,POINT (2379273.6578136873 7119931.8661599625),Azalea,Laurel
1042,POINT (2379273.6578136873 7119931.8661599625),Azalea,Laurel
1043,POINT (2382983.7544428445 7118800.617868728),Mercedes,Parvin
1044,POINT (2383002.375725226 7119728.688999734),Mercedes,Dudley
1045,POINT (2382983.7544428445 7118800.617868728),Mercedes,Parvin
1046,POINT (2383002.375725226 7119728.688999734),Mercedes,Dudley
1047,POINT (2383274.3870242583 7118800.729405642),Jacqueline,Parvin
1048,POINT (2383274.3870242583 7118800.729405642),Jacqueline,Parvin
1049,POINT (2383280.8120457847 7119725.004822227),Jacqueline,Dudley
1050,POINT (2383280.8120457847 7119725.004822227),Jacqueline,Dudley
1051,POINT (2383589.4900070066 7118801.159658437),Leslie,Parvin
1052,POINT (2383589.4900070066 7118801.159658437),Leslie,Parvin
1053,POINT (2383980.968848018 7118809.857533659),Bernard,Parvin
1054,POINT (2383952.272292563 7120319.4866962405),Bernard,Acme
1055,POINT (2388407.595870243 7118590.866970147),Jason,Londonderry
1056,POINT (2388407.595870243 7118590.866970147),Jason,Londonderry
1057,POINT (2377892.4758744426 7118367.857591814),Bonnie Brae,Solar
1058,POINT (2377896.554019849 7118768.149386002),Bonnie Brae,Highland Park
1059,POINT (2377636.544903503 7117323.974984327),Bonnie Brae,Corbin
1060,POINT (2377802.145950276 7117773.6244286485),Bonnie Brae,Bob Goodson
1061,POINT (2377464.0237694057 7116215.662894444),Bonnie Brae,Roselawn
1062,POINT (2377636.544903503 7117323.974984327),Bonnie Brae,Corbin
1063,POINT (2387812.986389438 7113281.73099678),Forrestridge,Highview
1064,POINT (2387815.972427311 7113521.9141055355),Forrestridge,Hobson
1065,POINT (2387815.972427311 7113521.9141055355),Forrestridge,Hobson
1066,POINT (2387863.4162576497 7112230.849037892),Forrestridge,Timbergreen
1067,POINT (2387834.2893753103 7112587.046493776),Forrestridge,Highview
1068,POINT (2387848.481222893 7111499.3066836875),Forrestridge,Rolling Hills
1069,POINT (2387874.3293522787 7111863.498375749),Forrestridge,Timbergreen
1070,POINT (2387865.5606932007 7111128.398074246),Forrestridge,Rolling Hills
1071,POINT (2387848.481222893 7111499.3066836875),Forrestridge,Rolling Hills
1072,POINT (2388398.025013556 7110658.700592245),Santa Monica,El Paseo
1073,POINT (2388398.025013556 7110658.700592245),Santa Monica,El Paseo
1074,POINT (2388311.6262858124 7113524.746129444),Santa Monica,Hobson
1075,POINT (2388311.6262858124 7113524.746129444),Santa Monica,Hobson
1076,POINT (2387834.7790712356 7110673.1786193075),Forrestridge,El Paseo
1077,POINT (2387834.7790712356 7110673.1786193075),Forrestridge,El Paseo
1078,POINT (2387865.5606932007 7111128.398074246),Forrestridge,Rolling Hills
1079,POINT (2387856.4150134996 7109953.029650628),Forrestridge,Oak Forrest
1080,POINT (2387854.4910069276 7110335.051386004),Forrestridge,Oak Forrest
1081,POINT (2387812.44382422 7109570.409249513),Forrestridge,Wellington Oaks
1082,POINT (2387812.44382422 7109570.409249513),Forrestridge,Wellington Oaks
1083,POINT (2387856.4150134996 7109953.029650628),Forrestridge,Oak Forrest
1084,POINT (2387666.9791513816 7109226.489245061),Forrestridge,Wellington Oaks
1085,POINT (2387666.9791513816 7109226.489245061),Forrestridge,Wellington Oaks
1086,POINT (2387812.44382422 7109570.409249513),Forrestridge,Wellington Oaks
1087,POINT (2387812.44382422 7109570.409249513),Forrestridge,Wellington Oaks
1088,POINT (2387557.348585483 7108246.29304238),Forrestridge,Ryan
1089,POINT (2387557.348585483 7108246.29304238),Forrestridge,Ryan
1090,POINT (2387560.5276992205 7108471.923804433),Forrestridge,Royal Oaks
1091,POINT (2387560.5276992205 7108471.923804433),Forrestridge,Royal Oaks
1092,POINT (2376213.8351339907 7104785.723335483),Bonnie Brae,Allred
1093,POINT (2377541.51870619 7102910.561636339),Woodcreek,Brush Creek
1094,POINT (2368160.568960312 7102141.285250593),John Paine,Johnson
1095,POINT (2379635.479837927 7127515.608145184),Fouts,Hickory
1096,POINT (2379635.479837927 7127515.608145184),Fouts,Hickory
1097,POINT (2379627.90572669 7127868.4520641845),Fouts,Oak
1098,POINT (2379627.90572669 7127868.4520641845),Fouts,Oak
1099,POINT (2384077.457342266 7136178.007137501),Mesquite,Headlee
1100,POINT (2384082.732307041 7135534.045057677),Mesquite,Strata
1101,POINT (2384077.457342266 7136178.007137501),Mesquite,Headlee
1102,POINT (2388723.5511949942 7128582.871728969),Railroad,Kent
1103,POINT (2388721.409683885 7128746.579843407),Railroad,Uland
1104,POINT (2385295.246820974 7133992.44138995),Carroll,Sherman
1105,POINT (2385295.246820974 7133992.44138995),Carroll,Sherman
1106,POINT (2387767.4394033034 7138332.714633466),Inglewood,Windsor
1107,POINT (2387767.4394033034 7138332.714633466),Inglewood,Windsor
1108,POINT (2388348.2522004023 7139977.673991508),Huisache,Aspen
1109,POINT (2388348.2522004023 7139977.673991508),Huisache,Aspen
1110,POINT (2388350.075044284 7141007.423293365),Huisache,Yucca
1111,POINT (2388350.075044284 7141007.423293365),Huisache,Yucca
1112,POINT (2387994.536326035 7140140.42717965),Shadow,Windbrook
1113,POINT (2387991.4149236837 7140613.405069672),Shadow,Pear Tree
1114,POINT (2386964.1197911445 7140618.194580834),Pheasant,Pear Tree
1115,POINT (2386970.6373206545 7140352.661430482),Pheasant,Windbrook
1116,POINT (2385638.729510959 7139800.4579703715),Evers,Cobblestone Row
1117,POINT (2385636.3194211624 7139985.995296261),Evers,Robbie O
1118,POINT (2387373.9067450766 7126775.065349739),Industrial,Sycamore
1119,POINT (2387373.9067450766 7126775.065349739),Industrial,Sycamore
1120,POINT (2379566.844040602 7118774.91869021),Wisteria,Highland Park
1121,POINT (2379566.844040602 7118774.91869021),Wisteria,Highland Park
1122,POINT (2379570.39712415 7119932.0223971335),Wisteria,Laurel
1123,POINT (2379570.39712415 7119932.0223971335),Wisteria,Laurel
1124,POINT (2379979.7727848133 7122364.176464842),Highland Park,Highland Park
1125,POINT (2380254.2134342613 7123386.4880371215),Highland Park,Highland Park
1126,POINT (2382954.1957713123 7135315.701198793),Hinkle,Haggard
1127,POINT (2382959.4708470404 7135617.771992431),Hinkle,Meadow Ridge
1128,POINT (2380321.976531755 7120247.284315774),Willowcrest Loop,Willowcrest Loop
1129,POINT (2380358.008689948 7120538.830237638),Willowcrest Loop,Willowcrest Loop
1130,POINT (2385912.4197493047 7131679.038643422),Bolivar,3rd
1131,POINT (2385928.1811126154 7132348.742879673),Bolivar,College
1132,POINT (2384052.2606245307 7139070.362801143),Fallmeadow,Meadow View
1133,POINT (2384053.7639760086 7139190.455944407),Fallmeadow,Gardenview
1134,POINT (2383815.939527721 7139376.58635949),Gardenview,Gardenview
1135,POINT (2383815.842568328 7139856.879962034),Gardenview,Gardenview
1136,POINT (2386434.9436672223 7139934.522951985),Linda,Cobblestone Row
1137,POINT (2386434.9436672223 7139934.522951985),Linda,Cobblestone Row
1138,POINT (2385961.8041318166 7139877.42828512),Ashcroft,Cobblestone Row
1139,POINT (2385961.8041318166 7139877.42828512),Ashcroft,Cobblestone Row
1140,POINT (2387456.398655294 7129596.038800805),Oakland,Marshall
1141,POINT (2387446.0129336948 7129923.375649511),Oakland,Withers
1142,POINT (2387097.976008582 7129642.306290005),Austin,Marshall
1143,POINT (2387092.239801261 7130082.4998206515),Austin,Hann
1144,POINT (2387097.976008582 7129642.306290005),Austin,Marshall
1145,POINT (2387092.239801261 7130082.4998206515),Austin,Hann
1146,POINT (2388669.5530814216 7139021.284864152),Olympia,Wolftrap
1147,POINT (2387077.416011943 7125821.533306977),Wainwright,Warren
1148,POINT (2387079.645525708 7126119.92530236),Wainwright,Prairie
1149,POINT (2387079.645525708 7126119.92530236),Wainwright,Prairie
1150,POINT (2375687.565343647 7134949.8587964745),Crestmeadow,Thunderbird
1151,POINT (2375704.7356367568 7135524.971524676),Crestmeadow,Westward
1152,POINT (2376423.215803234 7136734.820120064),Stephen,Bauer
1153,POINT (2376443.9294159384 7137029.808271446),Stephen,John
1154,POINT (2386873.30996574 7112599.992683671),Highview,Highview
1155,POINT (2386850.7865320384 7112919.891464091),Highview,Highview
1156,POINT (2386850.7865320384 7112919.891464091),Highview,Highview
1157,POINT (2384019.189577662 7113250.651065188),Country Club,Kilkenny
1158,POINT (2384040.8890265767 7113465.605606963),Country Club,Hobson
1159,POINT (2371744.4323699037 7117296.79965427),Corbin,Corbin
1160,POINT (2371731.422282135 7118577.400379132),Corbin,Spring Side
1161,POINT (2393275.2498346237 7140544.597280157),Yorkshire,Cromwell
1162,POINT (2392559.78357892 7140549.695589236),Picadilly,Cromwell
1163,POINT (2392559.78357892 7140549.695589236),Picadilly,Cromwell
1164,POINT (2392853.517701293 7140531.744197153),Ascot,Cromwell
1165,POINT (2392853.517701293 7140531.744197153),Ascot,Cromwell
1166,POINT (2392367.4499366824 7140528.963221944),Wellington,Cromwell
1167,POINT (2388892.757468621 7140421.430321485),Sagebrush,Kings Row
1168,POINT (2388900.3730648854 7141007.345779254),Sagebrush,Yucca
1169,POINT (2389180.1861552624 7140417.917228958),Valley View,Kings Row
1170,POINT (2389180.1861552624 7140417.917228958),Valley View,Kings Row
1171,POINT (2389199.130212037 7141538.856739328),Valley View,Sun Valley
1172,POINT (2389199.130212037 7141538.856739328),Valley View,Sun Valley
1173,POINT (2389489.1551911775 7140403.773271197),Sunnydale,Kings Row
1174,POINT (2389489.1551911775 7140403.773271197),Sunnydale,Kings Row
1175,POINT (2389511.0020297617 7141535.666980705),Sunnydale,Sun Valley
1176,POINT (2389511.0020297617 7141535.666980705),Sunnydale,Sun Valley
1177,POINT (2389666.541522474 7140398.822068982),Stuart,Kings Row
1178,POINT (2389666.541522474 7140398.822068982),Stuart,Kings Row
1179,POINT (2389668.503842861 7140715.406698369),Stuart,Imperial
1180,POINT (2390563.026941347 7140345.097439717),Yellowstone,Kings Row
1181,POINT (2390563.026941347 7140345.097439717),Yellowstone,Kings Row
1182,POINT (2390574.102773506 7140665.440621784),Yellowstone,Imperial
1183,POINT (2390574.102773506 7140665.440621784),Yellowstone,Imperial
1184,POINT (2392398.5141919428 7140260.116015692),Wellington,Kings Row
1185,POINT (2392398.5141919428 7140260.116015692),Wellington,Kings Row
1186,POINT (2392367.4499366824 7140528.963221944),Wellington,Cromwell
1187,POINT (2393349.8381761024 7140221.747459961),Yorkshire,Kings Row
1188,POINT (2393349.8381761024 7140221.747459961),Yorkshire,Kings Row
1189,POINT (2393275.2498346237 7140544.597280157),Yorkshire,Cromwell
1190,POINT (2388890.9302853714 7140093.931846719),Sagebrush,Aspen
1191,POINT (2388890.9302853714 7140093.931846719),Sagebrush,Aspen
1192,POINT (2388892.757468621 7140421.430321485),Sagebrush,Kings Row
1193,POINT (2389666.541522474 7140398.822068982),Stuart,Kings Row
1194,POINT (2389664.531367671 7140085.875481218),Stuart,Laguna
1195,POINT (2389666.541522474 7140398.822068982),Stuart,Kings Row
1196,POINT (2395173.6949156285 7140093.107202085),Dunes,Salado
1197,POINT (2395180.013272815 7140307.869453201),Dunes,Kings Row
1198,POINT (2395180.013272815 7140307.869453201),Dunes,Kings Row
1199,POINT (2390554.9119517216 7140032.070457502),Yellowstone,Laguna
1200,POINT (2390554.9119517216 7140032.070457502),Yellowstone,Laguna
1201,POINT (2390563.026941347 7140345.097439717),Yellowstone,Kings Row
1202,POINT (2390563.026941347 7140345.097439717),Yellowstone,Kings Row
1203,POINT (2394301.116565033 7140187.045062947),Kings,Kings Row
1204,POINT (2394301.116565033 7140187.045062947),Kings,Kings Row
1205,POINT (2391543.352436886 7139961.388698218),Sherman,Laguna
1206,POINT (2396553.073414956 7140053.2465223195),Cooper Br W,Salado
1207,POINT (2396556.6652741903 7140242.502493729),Cooper Br W,Kings Row
1208,POINT (2396556.6652741903 7140242.502493729),Cooper Br W,Kings Row
1209,POINT (2396883.932180526 7140232.312143135),Cooper Br E,Kings Row
1210,POINT (2396883.932180526 7140232.312143135),Cooper Br E,Kings Row
1211,POINT (2391763.632529212 7139949.73692366),Stratford,Stratford
1212,POINT (2392368.58738252 7139979.547939882),Wellington,Stratford
1213,POINT (2392398.5141919428 7140260.116015692),Wellington,Kings Row
1214,POINT (2392368.58738252 7139979.547939882),Wellington,Stratford
1215,POINT (2392398.5141919428 7140260.116015692),Wellington,Kings Row
1216,POINT (2398916.738110382 7140026.622692093),Deerwood,Kings Row
1217,POINT (2398917.0642520594 7140230.389818565),Deerwood,Staghorn
1218,POINT (2398916.738110382 7140026.622692093),Deerwood,Kings Row
1219,POINT (2389665.577892822 7139772.969042809),Stuart,Sierra
1220,POINT (2389664.531367671 7140085.875481218),Stuart,Laguna
1221,POINT (2394616.011146041 7140187.583397959),Marianne,Kings Row
1222,POINT (2394616.011146041 7140187.583397959),Marianne,Kings Row
1223,POINT (2390552.7668935475 7139730.03782249),Yellowstone,Sierra
1224,POINT (2390552.7668935475 7139730.03782249),Yellowstone,Sierra
1225,POINT (2390554.9119517216 7140032.070457502),Yellowstone,Laguna
1226,POINT (2390554.9119517216 7140032.070457502),Yellowstone,Laguna
1227,POINT (2393695.663157793 7139964.344492208),Nottingham,Stratford
1228,POINT (2395159.5594465863 7139776.359917356),Dunes,Kingston Trce
1229,POINT (2395173.6949156285 7140093.107202085),Dunes,Salado
1230,POINT (2391385.1276693386 7139671.854582841),Sherman,Sierra
1231,POINT (2391543.352436886 7139961.388698218),Sherman,Laguna
1232,POINT (2396545.1136091924 7139732.942161936),Cooper Br W,Kingston Trce
1233,POINT (2396553.073414956 7140053.2465223195),Cooper Br W,Salado
1234,POINT (2392360.3937584083 7139673.796527415),Wellington,Pickwick
1235,POINT (2392368.58738252 7139979.547939882),Wellington,Stratford
1236,POINT (2392368.58738252 7139979.547939882),Wellington,Stratford
1237,POINT (2396887.621189714 7139726.5935533475),Cooper Br E,Chaparral
1238,POINT (2389659.795023048 7139514.552180239),Stuart,Manhattan
1239,POINT (2389665.577892822 7139772.969042809),Stuart,Sierra
1240,POINT (2395159.5594465863 7139776.359917356),Kingston Trce,Kingston Trce
1241,POINT (2391385.1276693386 7139671.854582841),Sherman,Sierra
1242,POINT (2393747.488543528 7139513.842839262),Oxford,Pickwick
1243,POINT (2389984.6778669115 7139453.319716124),Carlsbad,Manhattan
1244,POINT (2389989.88515484 7139755.392385456),Carlsbad,Sierra
1245,POINT (2389984.6778669115 7139453.319716124),Carlsbad,Manhattan
1246,POINT (2389989.88515484 7139755.392385456),Carlsbad,Sierra
1247,POINT (2395273.6654167785 7139472.232576388),Dunes,Green Oaks
1248,POINT (2395159.5594465863 7139776.359917356),Dunes,Kingston Trce
1249,POINT (2390541.4512215084 7139427.884719641),Yellowstone,Manhattan
1250,POINT (2390541.4512215084 7139427.884719641),Yellowstone,Manhattan
1251,POINT (2390552.7668935475 7139730.03782249),Yellowstone,Sierra
1252,POINT (2390552.7668935475 7139730.03782249),Yellowstone,Sierra
1253,POINT (2391477.1293601934 7139418.363670727),Heather,Dover
1254,POINT (2391763.632529212 7139949.73692366),Heather,Stratford
1255,POINT (2391477.1293601934 7139418.363670727),Dover,Dover
1256,POINT (2391220.834204641 7139378.602841932),Sherman,Manhattan
1257,POINT (2392360.3937584083 7139673.796527415),Wellington,Pickwick
1258,POINT (2392019.580234259 7139319.993456192),Avon,Dover
1259,POINT (2392048.441147513 7139913.467418001),Avon,Stratford
1260,POINT (2392048.441147513 7139913.467418001),Avon,Stratford
1261,POINT (2396888.640932943 7139420.963381025),Cooper Br E,La Paloma
1262,POINT (2396887.621189714 7139726.5935533475),Cooper Br E,Chaparral
1263,POINT (2397583.028100116 7139393.847810002),Quail Ridge,La Paloma
1264,POINT (2397583.028100116 7139393.847810002),Quail Ridge,La Paloma
1265,POINT (2393747.488543528 7139513.842839262),Oxford,Pickwick
1266,POINT (2394549.663472985 7139197.000279936),Nottingham,Windsor
1267,POINT (2394549.663472985 7139197.000279936),Nottingham,Windsor
1268,POINT (2391080.370266692 7139132.967483625),Sherman,Monterey
1269,POINT (2391220.834204641 7139378.602841932),Sherman,Manhattan
1270,POINT (2394173.863205311 7139177.462282371),Pickwick,Windsor
1271,POINT (2393747.488543528 7139513.842839262),Pickwick,Pickwick
1272,POINT (2395253.223399261 7139169.956003006),Dunes,Windsor
1273,POINT (2395273.6654167785 7139472.232576388),Dunes,Green Oaks
1274,POINT (2395253.223399261 7139169.956003006),Dunes,Windsor
1275,POINT (2390551.820164116 7139104.185025868),Yellowstone,Monterey
1276,POINT (2390541.4512215084 7139427.884719641),Yellowstone,Manhattan
1277,POINT (2390541.4512215084 7139427.884719641),Yellowstone,Manhattan
1278,POINT (2389984.6778669115 7139453.319716124),Monterey,Manhattan
1279,POINT (2390551.820164116 7139104.185025868),Monterey,Monterey
1280,POINT (2389984.6778669115 7139453.319716124),Monterey,Manhattan
1281,POINT (2396432.5370648787 7139003.71873456),Broken Bow,Windsor
1282,POINT (2392645.6929628565 7138906.178259262),Oxford,Heather
1283,POINT (2392346.262515748 7138891.309069015),Wellington,Heather
1284,POINT (2392346.262515748 7138891.309069015),Wellington,Heather
1285,POINT (2391999.827128092 7138963.149347631),Avon,Heather
1286,POINT (2392019.580234259 7139319.993456192),Avon,Dover
1287,POINT (2391999.827128092 7138963.149347631),Heather,Heather
1288,POINT (2391477.1293601934 7139418.363670727),Heather,Dover
1289,POINT (2396900.869506834 7138962.660952941),Cooper Br E,Cooper Br E
1290,POINT (2396888.640932943 7139420.963381025),Cooper Br E,La Paloma
1291,POINT (2395956.7847139286 7139142.927140893),Old Orchard,Windsor
1292,POINT (2395956.7847139286 7139142.927140893),Old Orchard,Windsor
1293,POINT (2394549.663472985 7139197.000279936),Nottingham,Windsor
1294,POINT (2394549.663472985 7139197.000279936),Nottingham,Windsor
1295,POINT (2394542.938111812 7138782.109331175),Nottingham,Victoria
1296,POINT (2396900.869506834 7138962.660952941),Branch,Cooper Br E
1297,POINT (2396432.5370648787 7139003.71873456),Windsor,Windsor
1298,POINT (2394173.863205311 7139177.462282371),Windsor,Windsor
1299,POINT (2392645.6929628565 7138906.178259262),Heather,Heather
1300,POINT (2392346.262515748 7138891.309069015),Wellington,Heather
1301,POINT (2392346.262515748 7138891.309069015),Wellington,Heather
1302,POINT (2392356.505634333 7138578.523988444),Churchill,Churchill
1303,POINT (2392356.505634333 7138578.523988444),Churchill,Churchill
1304,POINT (2389642.346535076 7138513.707115993),Stuart,Windsor
1305,POINT (2389642.346535076 7138513.707115993),Stuart,Windsor
1306,POINT (2389649.6635749443 7139121.449950381),Stuart,Wolftrap
1307,POINT (2395426.0801928598 7138586.4369082935),Broken Arrow,Dunes
1308,POINT (2395426.0801928598 7138586.4369082935),Dunes,Dunes
1309,POINT (2395253.223399261 7139169.956003006),Dunes,Windsor
1310,POINT (2395253.223399261 7139169.956003006),Dunes,Windsor
1311,POINT (2395934.786610383 7138498.599782751),Old Orchard,Dunes
1312,POINT (2395934.786610383 7138498.599782751),Old Orchard,Dunes
1313,POINT (2396274.3471342553 7138484.928017884),Broken Bow,Dunes
1314,POINT (2396432.5370648787 7139003.71873456),Broken Bow,Windsor
1315,POINT (2394855.8380879 7138473.341418021),Burning Tree,Churchill
1316,POINT (2394883.1021265495 7139183.232686775),Burning Tree,Windsor
1317,POINT (2394883.1021265495 7139183.232686775),Burning Tree,Windsor
1318,POINT (2394531.659380294 7138479.955005736),Nottingham,Churchill
1319,POINT (2394531.659380294 7138479.955005736),Nottingham,Churchill
1320,POINT (2394542.938111812 7138782.109331175),Nottingham,Victoria
1321,POINT (2392882.02614459 7138374.425091875),Windsor,Churchill
1322,POINT (2396968.7538172146 7138457.799184365),Windsor,Windsor
1323,POINT (2395696.201564838 7138506.3409709325),Dunes,Dunes
1324,POINT (2395696.201564838 7138506.3409709325),Dunes,Dunes
1325,POINT (2393298.6351934946 7138314.438230664),Churchill,Churchill
1326,POINT (2393298.6351934946 7138314.438230664),Churchill,Victoria
1327,POINT (2394855.8380879 7138473.341418021),Burning Tree,Churchill
1328,POINT (2389942.8780417247 7138212.006979392),Blue Bonnet,Blue Bonnet
1329,POINT (2390341.3775189244 7138599.292464591),Blue Bonnet,Windsor
1330,POINT (2390341.3775189244 7138599.292464591),Blue Bonnet,Windsor
1331,POINT (2389628.3462725654 7138182.4106484465),Stuart,Blue Bonnet
1332,POINT (2389642.346535076 7138513.707115993),Stuart,Windsor
1333,POINT (2389642.346535076 7138513.707115993),Stuart,Windsor
1334,POINT (2389362.6775526465 7138157.09632452),Windstream,Windswept
1335,POINT (2389367.557481843 7138484.634506291),Windstream,Windsor
1336,POINT (2389367.557481843 7138484.634506291),Windstream,Windsor
1337,POINT (2395934.786610383 7138498.599782751),Old Orchard,Dunes
1338,POINT (2395934.786610383 7138498.599782751),Old Orchard,Dunes
1339,POINT (2389942.8780417247 7138212.006979392),Meadowbrook,Blue Bonnet
1340,POINT (2392882.02614459 7138374.425091875),Windsor,Churchill
1341,POINT (2395426.0801928598 7138586.4369082935),Broken Arrow,Dunes
1342,POINT (2396968.7538172146 7138457.799184365),Old North,Windsor
1343,POINT (2390800.8373829573 7137837.5855617765),Wilsonwood,Brightwood
1344,POINT (2392072.782350782 7137836.143459439),Bristol,Windsor
1345,POINT (2392072.782350782 7137836.143459439),Bristol,Windsor
1346,POINT (2390800.8373829573 7137837.5855617765),Wilsonwood,Brightwood
1347,POINT (2396274.3471342553 7138484.928017884),Broken Bow,Dunes
1348,POINT (2389628.3462725654 7138182.4106484465),Stuart,Blue Bonnet
1349,POINT (2389617.3986878484 7137618.283783189),Stuart,Driftwood
1350,POINT (2391466.9818276395 7137635.31303968),Longfellow,Brightwood
